CEO,address,address2,city,companyName,country,description,employees,exchange,industry,issueType,phone,primarySicCode,sector,securityName,state,symbol,tags,website,zip
,,,,"Telephone And Data Systems, Inc.",,,,"NEW YORK STOCK EXCHANGE, INC.",Wireless Telecommunications Carriers (except Satellite),ps,,4813,Information,"Telephone And Data Systems, Inc. - 6.625% NT REDEEM 31/03/2045 USD 25",,TDI,"['Communications', 'Wireless Telecommunications']",,
,,,,First Trust Exchange-Traded Fund III,,,,NASDAQ/NMS (GLOBAL MARKET),,et,,,,First Trust Exchange-Traded Fund III - First Trust ETF VI First Trust ,,TDIV,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,"Telephone And Data Systems, Inc.",,,,"NEW YORK STOCK EXCHANGE, INC.",Wireless Telecommunications Carriers (except Satellite),ps,,4813,Information,"Telephone And Data Systems, Inc. - 7% NT REDEEM 15/03/2060 USD 25",,TDJ,"['Communications', 'Wireless Telecommunications']",,
Jason Gorevic,2 Manhattanville Rd Ste 203,,Purchase,Teladoc Health Inc,US,"Teladoc Health empowers all people everywhere to live their healthiest lives by transforming the healthcare experience. As the world leader in whole-person virtual care, Teladoc Health uses proprietary health signals and personalized interactions to drive better health outcomes across the full continuum of care, at every stage in a person’s health journey. Ranked best in KLAS for Virtual Care Platforms in 2020, Teladoc Health leverages more than a decade of expertise and data-driven insights to meet the growing virtual care needs of consumers and healthcare professionals.",2000,"NEW YORK STOCK EXCHANGE, INC.",HMO Medical Centers ,cs,12036352002,8011,Health Care and Social Assistance,Teladoc Health Inc,New York,TDOC,"['Health Services', 'Hospital/Nursing Management', 'Health Care and Social Assistance', 'HMO Medical Centers ']",https://teladochealth.com/,10577-2118
,,,,"Telephone And Data Systems, Inc.",,"Telephone and Data Systems, Inc. (TDS), a Fortune 1000® company, provides wireless; cable and wireline broadband, video and voice; and hosted and managed services to approximately 6 million connections nationwide through its businesses, UScellular, TDS Telecom, BendBroadband and OneNeck IT Solutions. Founded in 1969 and headquartered in Chicago, TDS employed 9,300 people as of September 30, 2020.",9900,"NEW YORK STOCK EXCHANGE, INC.",Wireless Telecommunications Carriers (except Satellite),cs,,4813,Information,"Telephone And Data Systems, Inc.",,TDS,"['Communications', 'Wireless Telecommunications']",,
,,,,Exchange Listed Funds Trust,,,,NYSE ARCA,,et,,,,Exchange Listed Funds Trust - Cabana Target Drawdown 5 ETF,,TDSA,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,Exchange Listed Funds Trust,,,,NYSE ARCA,,et,,,,Exchange Listed Funds Trust - Cabana Target Drawdown 7 ETF,,TDSB,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,Exchange Listed Funds Trust,,,,NYSE ARCA,,et,,,,Exchange Listed Funds Trust - Cabana Target Drawdown 10 ETF,,TDSC,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,Exchange Listed Funds Trust,,,,NYSE ARCA,,et,,,,Exchange Listed Funds Trust - Cabana Target Drawdown 13 ETF,,TDSD,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,Exchange Listed Funds Trust,,,,NYSE ARCA,,et,,,,Exchange Listed Funds Trust - Cabana Target Drawdown 16 ETF,,TDSE,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,FlexShares Trust,,,,NYSE ARCA,,et,,,,FlexShares Trust - FlexShares iBoxx 5-Year Target Duration TIPS Index ,,TDTF,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,FlexShares Trust,,,,NYSE ARCA,,et,,,,FlexShares Trust - FlexShares iBoxx 3-Year Target Duration TIPS Index ,,TDTT,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,ProShares Trust,,,,CBOE BZX U.S. EQUITIES EXCHANGE,,et,,,,ProShares Trust - ProShares S&P Technology Dividend Aristocrats ETF,,TDV,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,T. Rowe Price ExchangeTraded Funds Inc,,,,NYSE ARCA,,et,,,,T. Rowe Price ExchangeTraded Funds Inc - T. Rowe Price Dividend Growth,,TDVG,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,7161 Columbia Gateway Dr Ste C,,Columbia,Tidewater Inc.,US,"Tidewater owns and operates the largest fleet of Offshore Support Vessels in the industry, with over 60 years of experience supporting offshore energy exploration and production activities worldwide.",6550,"NEW YORK STOCK EXCHANGE, INC.",Deep Sea Freight Transportation ,cs,,4400,Transportation and Warehousing,Tidewater Inc. - New,Maryland,TDW,"['Industrial Services', 'Oilfield Services/Equipment', 'Transportation and Warehousing', 'Deep Sea Freight Transportation ']",,21046-2562
,7161 Columbia Gateway Dr Ste C,,Columbia,Tidewater Inc.,US,,,NYSE MKT LLC,Deep Sea Freight Transportation ,wt,,4400,Transportation and Warehousing,Tidewater Inc. - Warrants (24/11/2024),Maryland,TDW+,"['Industrial Services', 'Oilfield Services/Equipment', 'Transportation and Warehousing', 'Deep Sea Freight Transportation ']",,21046-2562
,7161 Columbia Gateway Dr Ste C,,Columbia,Tidewater Inc.,US,,,"NEW YORK STOCK EXCHANGE, INC.",Deep Sea Freight Transportation ,wt,,4400,Transportation and Warehousing,Tidewater Inc. - Warrants - Class A (31/07/2023),Maryland,TDW+A,"['Industrial Services', 'Oilfield Services/Equipment', 'Transportation and Warehousing', 'Deep Sea Freight Transportation ']",,21046-2562
,7161 Columbia Gateway Dr Ste C,,Columbia,Tidewater Inc.,US,,,"NEW YORK STOCK EXCHANGE, INC.",Deep Sea Freight Transportation ,wt,,4400,Transportation and Warehousing,Tidewater Inc. - Warrants - Class B (31/07/2023),Maryland,TDW+B,"['Industrial Services', 'Oilfield Services/Equipment', 'Transportation and Warehousing', 'Deep Sea Freight Transportation ']",,21046-2562
Aldo Pichelli,1049 Camino dos Rios,,Thousand Oaks,Teledyne Technologies Inc,US,"Teledyne Technologies is a leading provider of sophisticated instrumentation, digital imaging products and software, aerospace and defense electronics, and engineered systems. Teledyne's operations are primarily located in the United States, Canada, the United Kingdom, and Western and Northern Europe.",11790,"NEW YORK STOCK EXCHANGE, INC.","Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",cs,18053734545,3812,Manufacturing,Teledyne Technologies Inc,California,TDY,"['Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ', 'Aerospace & Defense', 'Electronic Technology', 'Manufacturing']",http://teledyne.com/,91360-2362
,,,,Tortoise Essential Assets Income Term Fund,,,,"NEW YORK STOCK EXCHANGE, INC.",,cs,,,,Tortoise Essential Assets Income Term Fund,,TEAF,"['Investment Trusts/Mutual Funds', 'Miscellaneous']",,
,Exchange House,,12 Primrose Street,Atlassian Corporation Plc,United Kingdom,"Atlassian is a global software company helping teams around the world unleash their potential. The Company builds tools that help teams collaborate, build, and create together.  With more than 180,000 customers and team of more than 5,000 Atlassians, the Company is building the next generation of team collaboration and productivity software. It believes the power of teams have the potential to change the world—one that is more open, authentic, and inclusive.",4907,NASDAQ/NGS (GLOBAL SELECT MARKET),Software Publishers,cs,444157011110,7372,Information,Atlassian Corporation Plc - Class A,London,TEAM,"['Technology Services', 'Information Technology Services', 'Packaged Software', 'Information', 'Software Publishers']",,EC2A 2EG
,,,,iShares Trust,,,,NYSE ARCA,,et,,,,iShares Trust - iShares U.S. Tech Breakthrough Multisector ETF,,TECB,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
Charles Kummeth,614 McKinley Pl NE,,Minneapolis,Bio-Techne Corp,US,,,NASDAQ/NGS (GLOBAL SELECT MARKET),Biological Product (except Diagnostic) Manufacturing ,cs,16123798854,2836,Manufacturing,Bio-Techne Corp,Minnesota,TECH,"['Health Technology', 'Biotechnology', 'Manufacturing', 'Biological Product (except Diagnostic) Manufacturing ']",https://www.bio-techne.com/,55413-2610
Donald Lindsay,550 Burrard St Suite 3300,,Vancouver,Teck Resources Ltd,Canada,"Headquartered in Vancouver, Canada, Teck is a diversified resource company committed to responsible mining and mineral development with major business units focused on copper, zinc and steelmaking coal, as well as investments in energy assets.",10700,"NEW YORK STOCK EXCHANGE, INC.",Dimension Stone Mining and Quarrying ,cs,16046994000,1021,"Mining, Quarrying, and Oil and Gas Extraction",Teck Resources Ltd - Class B,British Columbia,TECK,"['Energy Minerals', 'Coal', 'Non-Energy Minerals', 'Other Metals/Minerals', 'Mining, Quarrying, and Oil and Gas Extraction', 'Dimension Stone Mining and Quarrying ']",https://www.teck.com/,V6C 0B3
,,,,Direxion Shares ETF Trust,,,,NYSE ARCA,,et,,,,Direxion Shares ETF Trust - Direxion Daily Technology Bull 3X Shares,,TECL,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,Direxion Shares ETF Trust,,,,NYSE ARCA,,et,,,,Direxion Shares ETF Trust - Direxion Daily Technology Bear 3X Shares,,TECS,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,Tectonic Financial Inc.,,,,NASDAQ CAPITAL MARKET,Commercial Banking ,ps,,,Finance and Insurance,Tectonic Financial Inc. - FXDFR PRF PERPETUAL USD 10 - Ser B,,TECTP,"['Financial Conglomerates', 'Finance', 'Finance and Insurance', 'Commercial Banking ']",,
Yongji Sun,"6/F, No. 1 Andingmenwai Street","Litchi Tower, Chaoyang District",Beijing,Tarena International Inc,China (Mainland),,,NASDAQ/NGS (GLOBAL SELECT MARKET),Professional and Management Development Training ,ad,861062135687,8299,Educational Services,Tarena International Inc - ADR,Beijing,TEDU,"['Commercial Services', 'Miscellaneous Commercial Services', 'Educational Services', 'Professional and Management Development Training ']",http://bj.tedu.cn/,100011
Jose Maria Alvarez-Pallete Lopez,Gran Via 28,,Madrid,Telefonica S.A,Spain,,,"NEW YORK STOCK EXCHANGE, INC.",Telecommunications Resellers ,ad,,4813,Information,Telefonica S.A - ADR,Madrid,TEF,"['Communications', 'Specialty Telecommunications', 'Information', 'Telecommunications Resellers ']",https://www.telefonica.es/,28013
,,,,Collaborative Investment Series Trust,,,,CBOE BZX U.S. EQUITIES EXCHANGE,,et,,,,Collaborative Investment Series Trust - Trend Aggregation ESG ETF,,TEGS,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
Michael Hasenstab,300 SE 2nd St,,Fort Lauderdale,Templeton Emerging Markets Income Fund Inc,US,,,"NEW YORK STOCK EXCHANGE, INC.",,cs,19545277500,,,Templeton Emerging Markets Income Fund Inc,Florida,TEI,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,33301-1923
,,,,Tekkorp Digital Acquisition Corp,,,,NASDAQ CAPITAL MARKET,,cs,,6770,,Tekkorp Digital Acquisition Corp - Class A,,TEKK,[],,
,,,,Tekkorp Digital Acquisition Corp,,,,NASDAQ CAPITAL MARKET,,,,6770,,Tekkorp Digital Acquisition Corp - Units (1 Ord Share Class A & 1/2 Wa,,TEKKU,"['Finance', 'Financial Conglomerates']",,
,,,,Tekkorp Digital Acquisition Corp,,,,NASDAQ CAPITAL MARKET,,wt,,6770,,Tekkorp Digital Acquisition Corp - Warrants(26/10/2027),,TEKKW,[],,
Terrence Curtin,Muehlenstrasse 26,,Schaffhausen,TE Connectivity Ltd,Switzerland,"TE Connectivity is a $12 billion global industrial technology leader creating a safer, sustainable, productive and connected future. Its broad range of connectivity and sensor solutions, proven in the harshest environments, enable advancements in transportation, industrial applications, medical technology, energy, data communications and the home. With approximately 80,000 employees, including more than 7,500 engineers, working alongside customers in approximately 140 countries, TE ensures that EVERY CONNECTION COUNTS.",80000,"NEW YORK STOCK EXCHANGE, INC.",Electronic Computer Manufacturing ,cs,41526336677,5065,Manufacturing,TE Connectivity Ltd - Registered Shares,Schaffhausen,TEL,"['Electronic Technology', 'Electronic Components', 'Manufacturing', 'Electronic Computer Manufacturing ']",https://www.te.com/,8200
,,,,TELA Bio Inc,,,,NASDAQ/NMS (GLOBAL MARKET),Surgical and Medical Instrument Manufacturing ,cs,,3841,Manufacturing,TELA Bio Inc,,TELA,"['Health Technology', 'Medical Specialties', 'Manufacturing', 'Surgical and Medical Instrument Manufacturing ']",,
J. Thomas Wilson,1201 Louisiana St Ste 3100,,Houston,Tellurian Inc,US,,,NASDAQ CAPITAL MARKET,Crude Petroleum and Natural Gas Extraction ,cs,18329624000,1311,"Mining, Quarrying, and Oil and Gas Extraction",Tellurian Inc,Texas,TELL,"['Energy Minerals', 'Oil & Gas Production', 'Integrated Oil']",https://www.tellurianinc.com/,77002-5600
Brian Kesseler,500 N Field Dr,,Lake Forest,"Tenneco, Inc.",US,"Tenneco is one of the world's leading designers, manufacturers and marketers of automotive products for original equipment and aftermarket customers, with 2019 revenues of $17.5 billion and approximately 78,000 team members working at more than 300 sites worldwide. Through its four business groups, Motorparts, Ride Performance, Clean Air and Powertrain, Tenneco is driving advancements in global mobility by delivering technology solutions for diversified global markets, including light vehicle, commercial truck, off-highway, industrial, motorsport and the aftermarket.",78000,"NEW YORK STOCK EXCHANGE, INC.",Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,cs,18474825000,3714,Manufacturing,"Tenneco, Inc. - Class A",Illinois,TEN,"['Producer Manufacturing', 'Auto Parts: OEM', 'Manufacturing', 'Motor Vehicle Gasoline Engine and Engine Parts Manufacturing']",http://www.tenneco.com/,60045-2595
Amit Yoran,7021 Columbia Gateway Dr Ste 500,,Columbia,Tenable Holdings Inc,US,"Tenable® is the Cyber Exposure company. Over 30,000 organizations around the globe rely on Tenable to understand and reduce cyber risk. As the creator of Nessus®, Tenable extended its expertise in vulnerabilities to deliver the world's first platform to see and secure any digital asset on any computing platform. Tenable customers include more than 50 percent of the Fortune 500, more than 30 percent of the Global 2000, and large government agencies.",,NASDAQ/NGS (GLOBAL SELECT MARKET),"Data Processing, Hosting, and Related Services",cs,14108720555,7372,Information,Tenable Holdings Inc,Maryland,TENB,"['Technology Services', 'Packaged Software', 'Information', 'Data Processing, Hosting, and Related Services']",https://www.tenable.com/,21046-3369
Anthony DiTonno,1 Copley Pkwy Ste 490,,Morrisville,Tenax Therapeutics Inc,US,,,NASDAQ CAPITAL MARKET,Research and Development in Biotechnology ,cs,19198064414,8731,"Professional, Scientific, and Technical Services",Tenax Therapeutics Inc,North Carolina,TENX,"['Health Technology', 'Medical Specialties']",http://www.tenaxthera.com/,27560-9693
Roberto Nobile,MOREAU DE JUSTO A.AV 50 Piso:10,,Buenos Aires,Telecom Argentina S.A.,Argentina,,,"NEW YORK STOCK EXCHANGE, INC.",Telecommunications Resellers ,ad,,4813,Information,Telecom Argentina S.A. - ADR,Buenos Aires,TEO,"['Communications', 'Major Telecommunications', 'Information', 'Telecommunications Resellers ']",http://www.telecom.com.ar/,1107
,,,,T. Rowe Price ExchangeTraded Funds Inc,,,,NYSE ARCA,,et,,,,T. Rowe Price ExchangeTraded Funds Inc - T. Rowe Price Equity Income E,,TEQI,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
Mark Jagiela,600 Riverpark Dr,,North Reading,"Teradyne, Inc.",US,"Teradyne brings high-quality innovations such as smart devices, life-saving medical equipment and data storage systems to market, faster. Its advanced test solutions for semiconductors, electronic systems, wireless devices and more ensure that products perform as they were designed. Its Industrial Automation offerings include collaborative and mobile robots that help manufacturers of all sizes improve productivity and lower costs. In 2019, Teradyne had revenue of $2.3 billion and today employs 5,500 people worldwide.",5400,NASDAQ/NGS (GLOBAL SELECT MARKET),Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals ,cs,19783702700,3825,Manufacturing,"Teradyne, Inc.",Massachusetts,TER,"['Electronic Technology', 'Electronic Production Equipment', 'Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals ', 'Manufacturing']",http://www.teradyne.com/,01864-2634
,,,,First Trust Exchange-Traded Fund III,,,,NYSE ARCA,,et,,,,First Trust Exchange-Traded Fund III - EquityCompass Tactical Risk Man,,TERM,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,Terns Pharmaceuticals Inc,,,,NASDAQ/NGS (GLOBAL SELECT MARKET),Medicinal and Botanical Manufacturing ,cs,,2834,Manufacturing,Terns Pharmaceuticals Inc,,TERN,[],,
Sandip Mukerjee,11126 McCormick Rd,,Hunt Valley,"Tessco Technologies, Inc.",US,"TESSCO Technologies, Inc. is a value-added technology distributor, manufacturer, and solutions provider serving commercial customers in the wireless infrastructure ecosystem. The Company was founded more than 30 years ago with a commitment to deliver industry-leading products, knowledge, solutions, and customer service. Tessco supplies products the industry's top manufacturers in mobile communications, Wi-Fi, Internet of Things ('IoT'), wireless backhaul, and more. Tessco is a single source for outstanding customer experience, expert knowledge, and complete end-to-end solutions for the wireless industry.",391500,NASDAQ/NGS (GLOBAL SELECT MARKET),Telephone Apparatus Manufacturing,cs,14102291000,5065,Manufacturing,"Tessco Technologies, Inc.",Maryland,TESS,"['Electronic Technology', 'Telecommunications Equipment', 'Manufacturing', 'Telephone Apparatus Manufacturing']",https://www.tessco.com/,21031-1404
